customer_id,month,segment,ad_exposure,conversion_lift,optimal_number_of_ads
BSWQVYIYEUX,2019-06-01,Segment 5,1,0.02706637978553772,0
RALOQZCLKRS,2019-06-01,Segment 2,0,0,0
AXQREYJELDH,2019-08-01,Segment 3,1,0.03584742546081543,1
OKYXADCBPXZ,2019-05-01,Segment 5,5,0.08158524334430695,2
SNHFXAYYGBD,2019-11-01,Segment 2,2,0.06685233116149902,1
HDQNQAAUQNH,2019-09-01,Segment 2,1,0.034675970673561096,0
NCNZIUWNLKV,2019-04-01,Segment 2,0,0,0
AHJGHAYBHUI,2019-04-01,Segment 2,0,0,0
MSAJLCVEDJT,2019-04-01,Segment 2,0,0,0
JINVLNOGIMR,2019-10-01,Segment 2,0,0,0
MFCIHDQOOVC,2019-08-01,Segment 1,4,-0.03017672896385193,1
GPRMCZFGYSG,2019-10-01,Segment 5,2,0.006666362285614014,0
WDVAKXXPATZ,2019-10-01,Segment 2,7,0.0237453430891037,8
WMINFDIWWOE,2019-12-01,Segment 3,0,0,0
WJRUWAOVJAR,2019-01-01,Segment 2,0,0,0
BFOZUJZBIEF,2019-10-01,Segment 1,1,0.01109093427658081,0
MJYILHDQRTG,2019-12-01,Segment 2,1,-0.005520299077033997,0
JQZXNQAOTQU,2019-07-01,Segment 2,0,0,0
HQFPDDVSCSN,2019-06-01,Segment 2,0,0,0
STNWCQRKYMW,2019-03-01,Segment 3,0,0,0
BLQIOGRLCLF,2019-09-01,Segment 2,0,0,0
STZJZKSCRQV,2019-02-01,Segment 2,3,-0.003741249442100525,0
TOLITIVNGAA,2019-12-01,Segment 2,0,0,0
ZJSRBVJFVXM,2019-01-01,Segment 1,0,0,0
ZHRGQTCMOYE,2019-08-01,Segment 3,10,0.018733486533164978,12
OJPQQZOWDWB,2019-06-01,Segment 2,0,0,0
MFNXRCSQJNC,2019-04-01,Segment 4,0,0,0
ERRKUHDGQUH,2019-12-01,Segment 3,1,0.0084695965051651,3
SBKJAMYAVZX,2019-02-01,Segment 4,0,0,0
NZMVQKLDZLA,2019-10-01,Segment 5,1,0.035448357462882996,0
BEQLGYQEUIC,2019-09-01,Segment 5,2,-0.0011338889598846436,1
WZLRPNSYQMR,2019-11-01,Segment 2,0,0,0
REOQLRGJAIJ,2019-04-01,Segment 2,0,0,0
ETQUBVIKHXP,2019-08-01,Segment 2,0,0,0
ORUISHDPWHZ,2019-04-01,Segment 2,0,0,0
EMVOTRNGZGQ,2019-06-01,Segment 2,0,0,0
ONGVRGQDUGH,2019-04-01,Segment 4,2,0.018876060843467712,0
XMDGIJKHQOR,2019-06-01,Segment 2,0,0,0
JFGZXKKBBUY,2019-09-01,Segment 2,0,0,0
TWVHHKAWNYZ,2019-01-01,Segment 2,0,0,0
DZESNXKIYBS,2019-02-01,Segment 5,0,0,0
RCEHODXQQTF,2019-06-01,Segment 4,0,0,0
SGYIFCLCOFF,2019-07-01,Segment 3,7,0.01962427794933319,6
OMYOYTOSCSO,2019-12-01,Segment 2,0,0,0
FWDKRWYBNJW,2019-04-01,Segment 1,0,0,0
PISRGCXUZPX,2019-04-01,Segment 3,6,0.04426856338977814,7
CTREDCAMNTP,2019-03-01,Segment 2,0,0,0
TARPDHSUAKB,2019-04-01,Segment 4,2,0.0357884019613266,1
KGKIWZCBKQI,2019-11-01,Segment 1,0,0,0
QLVGFMAYAXI,2019-08-01,Segment 3,5,0.005853503942489624,3
VEJCOZANFVV,2019-09-01,Segment 2,0,0,0
GUPWJVOCFJD,2019-05-01,Segment 3,0,0,0
RERYKWQTIWW,2019-05-01,Segment 2,0,0,0
FOKWGJRUBUY,2019-10-01,Segment 2,0,0,0
KOKMKRAGILF,2019-12-01,Segment 4,1,0.046763643622398376,2
AKKSCALQKSB,2019-10-01,Segment 3,1,0.004990905523300171,0
ARRTDLFKSUX,2019-06-01,Segment 3,3,0.014498874545097351,4
QRMSQQAIHVB,2019-01-01,Segment 3,0,0,0
YRUIRHTPXPT,2019-07-01,Segment 1,0,0,0
UMFYAVGEROW,2019-06-01,Segment 3,1,0.005940794944763184,0
KWGKEUVNWAY,2019-05-01,Segment 2,0,0,0
YSLRRTKERHN,2019-01-01,Segment 3,4,0.04734237492084503,4
QRMHKPIWTKA,2019-06-01,Segment 3,3,0.007765665650367737,5
JLGRURAGNXT,2019-04-01,Segment 2,3,0.005046427249908447,4
XPHGTXDPIQV,2019-10-01,Segment 1,0,0,0
OSDRMOZHDVQ,2019-05-01,Segment 1,0,0,0
QXVGZJTXGDH,2019-07-01,Segment 1,6,-0.005626976490020752,1
TAKOXDYYSCS,2019-12-01,Segment 2,0,0,0
DETKIIATYNT,2019-01-01,Segment 3,4,0.02119402587413788,6
PEBRWCHURPY,2019-02-01,Segment 2,0,0,0
NPRNPAUIYTT,2019-06-01,Segment 3,0,0,0
LFGGRRPHEYM,2019-12-01,Segment 2,0,0,0
IHBAZVJTSFN,2019-09-01,Segment 5,4,0.014053568243980408,3
FHBDLRSCWYV,2019-11-01,Segment 3,1,0.02505028247833252,1
EQHEDREHWFA,2019-12-01,Segment 2,0,0,0
AHRGJPHCZNX,2019-06-01,Segment 3,0,0,0
MVFEKSRMRCX,2019-09-01,Segment 2,0,0,0
ZYMHONYVHBS,2019-02-01,Segment 3,0,0,0
MXOBEZGYZCM,2019-06-01,Segment 5,6,0.03407062590122223,2
RUXEUPASPPW,2019-10-01,Segment 5,0,0,0
XTBREMZIHIA,2019-09-01,Segment 3,4,0.023051410913467407,1
KIDVSCACILW,2019-08-01,Segment 5,0,0,0
NCJFXCPYFOK,2019-10-01,Segment 2,0,0,0
NQWBMEROMES,2019-06-01,Segment 2,0,0,0
TZEVVPGAKNO,2019-01-01,Segment 5,0,0,0
XUKGHQJMXZF,2019-06-01,Segment 3,0,0,0
KCJLBQZHJMT,2019-03-01,Segment 2,0,0,0
FXHIEFFAUBM,2019-12-01,Segment 1,0,0,0
UQMKIGZWMYV,2019-03-01,Segment 2,1,0.02502288669347763,1
TGJNWOLXCUX,2019-11-01,Segment 2,1,0.0020163506269454956,1
GPMFJBKWXAF,2019-01-01,Segment 4,0,0,0
RWFSFSRDOOK,2019-08-01,Segment 1,0,0,0
IXBNCAGTSIN,2019-06-01,Segment 2,0,0,0
IRAIBVQLQEZ,2019-12-01,Segment 2,1,0.11047649383544922,1
GECWVPYZFQA,2019-07-01,Segment 2,0,0,0
PRHFJJULSJJ,2019-06-01,Segment 5,2,0.04242253303527832,0
PCUBBBZGTBG,2019-10-01,Segment 2,0,0,0
OACDLQCGVHC,2019-03-01,Segment 2,0,0,0
HUHENVDEBZI,2019-10-01,Segment 3,5,0.0737622082233429,7
PBHIDSOUCBP,2019-09-01,Segment 2,0,0,0
CYVNAHEEFSD,2019-01-01,Segment 4,6,0.057506389915943146,9
JQELHJDCKFI,2019-04-01,Segment 4,0,0,0
GMUKHJSAIDA,2019-09-01,Segment 4,0,0,0
EWRHQLSUJZT,2019-03-01,Segment 2,0,0,0
AFLIPBJYIYN,2019-10-01,Segment 2,1,0.050816044211387634,1
JVPNFEUFSQB,2019-08-01,Segment 2,1,0.02353561669588089,0
DOPMSECKSGQ,2019-07-01,Segment 3,4,0.10382111370563507,3
FOVXNRSVQUC,2019-03-01,Segment 5,3,0.014270827174186707,2
VZQQFAYKTPH,2019-09-01,Segment 2,0,0,0
QQWQWCOWNIS,2019-09-01,Segment 2,0,0,0
ATICCMUDOWK,2019-12-01,Segment 2,3,0.11253504455089569,3
VYJRTVBMYIB,2019-10-01,Segment 2,4,0.11317766457796097,3
FFOPBSYUWKZ,2019-07-01,Segment 3,3,0.03206747770309448,2
VKIVIMOCHIY,2019-06-01,Segment 1,0,0,0
DASSCEHVJYO,2019-02-01,Segment 5,5,0.01320137083530426,4
QQGAMTACXIH,2019-07-01,Segment 1,3,0.029491513967514038,0
KCOTITLUTFJ,2019-04-01,Segment 1,0,0,0
JIKTXBMDKYW,2019-01-01,Segment 2,6,0.032388120889663696,6
TREVRJKYKHF,2019-10-01,Segment 5,5,0.025099441409111023,2
EBMCEPXZQTE,2019-04-01,Segment 3,7,0.06116078794002533,4
WRJVNGSYMCW,2019-02-01,Segment 2,0,0,0
XOIOVLRECHZ,2019-12-01,Segment 4,0,0,0
UQXYGNQCRIB,2019-09-01,Segment 2,0,0,0
BMMNSMBYGPB,2019-04-01,Segment 3,7,0.021415352821350098,12
RDWGACYJDBO,2019-04-01,Segment 2,0,0,0
DOENDBILERE,2019-12-01,Segment 2,0,0,0
XWWLRJMIWXU,2019-10-01,Segment 2,0,0,0
LGYHYFCRRWH,2019-06-01,Segment 2,0,0,0
SWEXYWBGQVV,2019-11-01,Segment 2,1,0.01280239224433899,1
BQJWMSCVXLP,2019-09-01,Segment 5,0,0,0
DHHZSDNVDVM,2019-07-01,Segment 1,0,0,0
ZOXGNGWIFHA,2019-03-01,Segment 5,0,0,0
XAVLJQIOJXR,2019-04-01,Segment 1,0,0,0
EFCDKWMWZGP,2019-04-01,Segment 1,0,0,0
SHFWNNGPHLA,2019-09-01,Segment 2,1,0.017906054854393005,0
BMJNDTPNIBK,2019-07-01,Segment 4,4,-0.005457296967506409,5
VXMZDDYOLTH,2019-06-01,Segment 3,1,0.021855175495147705,1
HSLTYFVJPUO,2019-01-01,Segment 2,2,0.0838456004858017,1
GDITTTITILK,2019-07-01,Segment 1,4,0.02911318838596344,0
PECXGRNDCBD,2019-07-01,Segment 2,0,0,0
QAMGNVTZTWL,2019-08-01,Segment 1,0,0,0
OKPGRJAOWBN,2019-08-01,Segment 2,0,0,0
XLRDHVCKSWP,2019-07-01,Segment 3,0,0,0
TSSXKOBAAWH,2019-04-01,Segment 2,0,0,0
OIWRIDHVVLJ,2019-06-01,Segment 3,10,0.055251747369766235,7
TDZJKCIYUYH,2019-01-01,Segment 1,1,0.00454297661781311,0
KXMLYJPSPDU,2019-01-01,Segment 4,1,0.032810166478157043,0
KHIIKROWQAI,2019-12-01,Segment 3,1,-0.005824550986289978,1
ZDLELFXXZFB,2019-04-01,Segment 2,0,0,0
SKMAWDCMIJT,2019-11-01,Segment 2,2,0.07598249614238739,4
PSPHCYNJRTJ,2019-06-01,Segment 3,3,0.047019705176353455,2
APHPSWDKUPV,2019-06-01,Segment 2,3,0.028881162405014038,1
CUEBURYQKLC,2019-03-01,Segment 3,0,0,0
UVUOQKZWDOA,2019-03-01,Segment 3,2,0.0168142169713974,3
PJHJCSHIBJK,2019-02-01,Segment 3,4,0.03777886927127838,5
YBTDGNOEKWU,2019-06-01,Segment 4,3,-0.0027478784322738647,6
XPKFRHARKFA,2019-07-01,Segment 4,1,0.03217628598213196,0
TADSKIEAXRO,2019-09-01,Segment 1,0,0,0
YNZLDYBNFOH,2019-02-01,Segment 2,0,0,0
LHDJMULVOLS,2019-06-01,Segment 2,0,0,0
ITZDYOMAXCG,2019-05-01,Segment 2,4,0.05847698450088501,3
HBHCWPMKSCW,2019-02-01,Segment 5,0,0,0
KHCVJENSNIF,2019-03-01,Segment 2,0,0,0
CTKUBGASFGP,2019-10-01,Segment 3,1,-0.010079488158226013,0
JGBKTAKLRLB,2019-03-01,Segment 2,0,0,0
JSKEPSXCCZG,2019-11-01,Segment 1,1,0.04241889715194702,1
OCIDDASINOV,2019-11-01,Segment 3,3,0.012438759207725525,2
MJJQHHWBJST,2019-05-01,Segment 2,0,0,0
DZUFAGUYBZV,2019-07-01,Segment 1,0,0,0
UQXESXKFHVI,2019-12-01,Segment 3,3,-0.03029656410217285,3
FMPOESWIZQW,2019-10-01,Segment 4,5,0.02675613760948181,5
IVIUDLRDXTT,2019-05-01,Segment 3,0,0,0
LAZKCCKAAXO,2019-04-01,Segment 3,6,0.006103515625,6
LGQQDYSNYHX,2019-10-01,Segment 3,1,-0.00947868824005127,2
IMISCKYGARN,2019-03-01,Segment 3,3,0.054045096039772034,4
VSFILKXLUKV,2019-06-01,Segment 2,0,0,0
NYUWJWAXNPR,2019-02-01,Segment 2,5,0.09471507370471954,6
WVYYTXWVNNB,2019-02-01,Segment 5,1,-0.007819071412086487,0
FGFFBQRCHXV,2019-04-01,Segment 2,1,0.02438494563102722,0
PTGHABGJRUA,2019-06-01,Segment 2,0,0,0
PITOMWPKRDF,2019-08-01,Segment 4,6,0.001253858208656311,3
OKVVLVDADFA,2019-08-01,Segment 2,0,0,0
CWVRXHDOORX,2019-09-01,Segment 2,0,0,0
WRCPOWDWDUV,2019-07-01,Segment 3,2,0.0524166077375412,4
GADRMOOULUS,2019-08-01,Segment 3,6,0.03977116942405701,2
YDHGXAYTAVT,2019-02-01,Segment 3,4,0.05220159888267517,8
ZLAHDKNIANC,2019-12-01,Segment 4,1,0.02739468216896057,0
OMWNMEFCSTR,2019-04-01,Segment 3,0,0,0
SCLYLSVGQQF,2019-07-01,Segment 5,0,0,0
KDUOZBNFBQU,2019-12-01,Segment 5,2,-0.003251895308494568,0
DIGFKJFANXV,2019-03-01,Segment 3,9,0.06213848292827606,9
JCNAUTCQAON,2019-04-01,Segment 3,0,0,0
KCRMXVPKKPE,2019-09-01,Segment 3,0,0,0
BKZMAUJMPZF,2019-07-01,Segment 5,2,-0.001964882016181946,1
IZXWGENKJBV,2019-03-01,Segment 3,1,0.027308523654937744,1
KKGPTIIARED,2019-07-01,Segment 1,0,0,0
CIZADMSLDTZ,2019-01-01,Segment 4,0,0,0
MYBHIOVFIRU,2019-02-01,Segment 3,0,0,0
SGFMFQCYOGQ,2019-11-01,Segment 2,0,0,0
TMWCNPBKUPQ,2019-04-01,Segment 3,0,0,0
EYLUVRPKMPT,2019-06-01,Segment 5,0,0,0
NGOPYQWSIBY,2019-06-01,Segment 4,0,0,0
YLESXASXBTC,2019-06-01,Segment 2,0,0,0
LZQVOCRJBQC,2019-03-01,Segment 3,3,0.009089812636375427,2
JJCYYUFUETF,2019-08-01,Segment 2,4,0.02298380434513092,3
MZNPGPSLXOI,2019-09-01,Segment 2,0,0,0
WJKVSHHZJDD,2019-04-01,Segment 1,0,0,0
INEGTFNACKS,2019-07-01,Segment 2,0,0,0
QVLGPXRJLPD,2019-10-01,Segment 2,0,0,0
YOJMVIYKHDM,2019-06-01,Segment 5,7,-3.2904744148254395e-4,3
GVMEBNQBGEL,2019-05-01,Segment 2,1,0.007336944341659546,0
VMHFQHURCPI,2019-03-01,Segment 2,0,0,0
JHDHREBEGKA,2019-12-01,Segment 2,3,0.1503937989473343,3
QVYLCCRYRAJ,2019-10-01,Segment 3,12,0.01875963807106018,15
QTOWUCAASSQ,2019-12-01,Segment 1,0,0,0
BWQSMMININM,2019-05-01,Segment 2,3,0.029876843094825745,2
FCMEPXYWKPC,2019-01-01,Segment 5,8,0.049411460757255554,5
WAGLLWJAHCK,2019-03-01,Segment 1,0,0,0
VFIGSPIGBEL,2019-03-01,Segment 2,0,0,0
KEIMIBPSWYR,2019-04-01,Segment 4,0,0,0
TLQQPMQJCPR,2019-04-01,Segment 3,0,0,0
EWXUSTCBVXF,2019-10-01,Segment 3,1,0.008006274700164795,1
QYWZLAZNOES,2019-10-01,Segment 2,0,0,0
GUIOZYTYJHC,2019-12-01,Segment 3,3,0.0026808232069015503,4
YPONGGOKOFJ,2019-11-01,Segment 5,0,0,0
CIRDKQAWTDS,2019-05-01,Segment 2,0,0,0
GJMJMIVISHD,2019-11-01,Segment 3,0,0,0
SUHAIZYRMXU,2019-05-01,Segment 2,0,0,0
OCGYWZNGEBX,2019-11-01,Segment 2,0,0,0
RSZTALPPKNH,2019-04-01,Segment 2,0,0,0
MPWVRGSLXRG,2019-11-01,Segment 2,0,0,0
JEAERLRDSYM,2019-10-01,Segment 2,0,0,0
FXLOWTJEMNQ,2019-12-01,Segment 2,0,0,0
WPYWOWVBEGN,2019-05-01,Segment 2,0,0,0
JHGDUZJERGF,2019-02-01,Segment 2,0,0,0
RTWZRZJKIBQ,2019-10-01,Segment 3,3,0.011508092284202576,4
FLILJXNGLEF,2019-10-01,Segment 2,0,0,0
ELHAJFBUBMZ,2019-07-01,Segment 2,0,0,0
PYJNZFONMQS,2019-08-01,Segment 2,0,0,0
XCVHQSTGHNC,2019-11-01,Segment 3,0,0,0
VAJJPJBKDZC,2019-09-01,Segment 5,0,0,0
OJWBRLZADTM,2019-09-01,Segment 2,7,0.004223689436912537,7
UGZZLYMCUDL,2019-04-01,Segment 3,4,0.024273335933685303,3
YKISPLLUUJL,2019-12-01,Segment 2,0,0,0
RDBLOWEQCUT,2019-01-01,Segment 3,5,0.0582708865404129,5
PJJVZVRGDGK,2019-02-01,Segment 2,0,0,0
UECHOZYCLKG,2019-06-01,Segment 4,4,-0.0014799684286117554,2
QWQAVVJABGP,2019-07-01,Segment 2,0,0,0
KWHKLKCRYPV,2019-05-01,Segment 2,0,0,0
UQHQQWLRAKO,2019-01-01,Segment 2,1,-0.003430411219596863,2
HTKMDMFYPVE,2019-05-01,Segment 3,0,0,0
IROISLQCOTU,2019-10-01,Segment 2,0,0,0
WDGGCYCKNFI,2019-11-01,Segment 2,0,0,0
GOFYFKZXMTV,2019-07-01,Segment 2,0,0,0
LRUKDFVBMQF,2019-06-01,Segment 1,0,0,0
UHFKHXAKAWB,2019-09-01,Segment 2,2,0.019031718373298645,3
SVHXAMUQHGV,2019-08-01,Segment 2,0,0,0
KDEABZDOBDX,2019-09-01,Segment 3,2,-0.01692420244216919,1
CQDYYYKCBQC,2019-05-01,Segment 4,4,0.03137628734111786,1
BMMYFWCHJLH,2019-10-01,Segment 2,0,0,0
ISVMKYCHUPX,2019-12-01,Segment 2,0,0,0
DENKLMFIVTL,2019-12-01,Segment 3,4,0.13027244806289673,5
GZUBHNMWYBT,2019-05-01,Segment 3,0,0,0
FAERYLDQJMQ,2019-10-01,Segment 2,0,0,0
GZNXBNZLNEY,2019-06-01,Segment 2,0,0,0
MUSIWBLTDNF,2019-02-01,Segment 2,0,0,0
PCGOAWVUKDE,2019-06-01,Segment 5,0,0,0
IQNXBOOERHJ,2019-01-01,Segment 2,2,0.016887351870536804,1
GVETEASTVRN,2019-12-01,Segment 3,3,0.07283767312765121,3
XHRWTGDNEIH,2019-10-01,Segment 2,8,0.10279037058353424,12
QFDLTVAAPRC,2019-12-01,Segment 3,1,0.0142764151096344,2
IIUSBQQNSZP,2019-01-01,Segment 5,0,0,0
RKLRPCDHOZZ,2019-04-01,Segment 3,5,0.044468894600868225,5
OSJBELEUNGL,2019-11-01,Segment 4,4,0.08235602080821991,2
HNMNQYCTPKK,2019-03-01,Segment 4,1,0.030303053557872772,2
XLJHMIRSUJO,2019-09-01,Segment 5,2,0.033056050539016724,1
FUXZLOPAUTS,2019-01-01,Segment 2,0,0,0
AHOBDPKZQOD,2019-05-01,Segment 3,3,0.02050355076789856,4
SXAGTJUHQYY,2019-12-01,Segment 5,0,0,0
RHMWUUFMNJR,2019-10-01,Segment 2,0,0,0
BEIZGPDJWQX,2019-05-01,Segment 2,0,0,0
FCEDJNVCYNT,2019-08-01,Segment 3,4,0.014179542660713196,4
XUEDDNKPDLY,2019-03-01,Segment 5,2,-0.0025614947080612183,2
BAHKIKYEJDB,2019-10-01,Segment 2,0,0,0
NOBATRZYFHX,2019-04-01,Segment 1,0,0,0
YKTGFVNNJUZ,2019-01-01,Segment 5,0,0,0
LRNURGSLDVG,2019-10-01,Segment 4,1,0.011002600193023682,2
WOVCXXEVFZA,2019-09-01,Segment 5,0,0,0
TFRBOMKKPUL,2019-09-01,Segment 5,5,0.0011251568794250488,2
YEUVTSKYWAT,2019-07-01,Segment 2,1,0.022113770246505737,2
AZCGECTDTNG,2019-03-01,Segment 3,1,0.006847381591796875,0
PWYUOWIFCVL,2019-10-01,Segment 2,0,0,0
IZAGVJCSBWG,2019-08-01,Segment 2,8,-0.0033008605241775513,7
WDSDMPCWNBW,2019-10-01,Segment 2,0,0,0
QFWIJGRTNKK,2019-05-01,Segment 3,2,0.008115917444229126,3
WJHMJEHNHPM,2019-03-01,Segment 5,2,0.02521468698978424,1
SVLZGBOTLWE,2019-06-01,Segment 3,1,0.012939751148223877,1
LRZGTSMHDNY,2019-11-01,Segment 2,0,0,0
RVSUEQXGRUY,2019-09-01,Segment 3,0,0,0
XOVKTAWQSJK,2019-11-01,Segment 5,1,0.011536076664924622,1
SPZGMHUGPGH,2019-07-01,Segment 2,0,0,0
MDNABQFDZLI,2019-05-01,Segment 2,0,0,0
XOCISCAVQPN,2019-11-01,Segment 1,0,0,0
SRWWUWYKCGO,2019-01-01,Segment 4,1,0.023004278540611267,1
DHNJHGEEUCX,2019-12-01,Segment 4,0,0,0
UBJDKXDNJVF,2019-04-01,Segment 4,2,0.008092537522315979,2
TAKTFPYHQAE,2019-09-01,Segment 2,1,0.05899989604949951,0
SNVEVUWVWQB,2019-09-01,Segment 3,0,0,0
AURNIAPEOZM,2019-04-01,Segment 2,0,0,0
NSZSKZMWIOV,2019-09-01,Segment 3,7,0.002891853451728821,7
RYIVZERIWHP,2019-03-01,Segment 3,1,0.0028807520866394043,1
DQPLMEZXBVV,2019-07-01,Segment 2,0,0,0
ZRYSPWJPNHI,2019-04-01,Segment 2,4,0.05206827074289322,8
GASWPXXBDDR,2019-07-01,Segment 2,0,0,0
UMPJEYWNBKS,2019-02-01,Segment 3,7,0.011422127485275269,8
JHREJEOFQHH,2019-07-01,Segment 2,0,0,0
BYXTSEFTADM,2019-11-01,Segment 2,0,0,0
YXOZFYFTKNU,2019-12-01,Segment 4,3,0.027633219957351685,1
UMGDFMARYDT,2019-06-01,Segment 3,9,0.059858664870262146,21
TVEAHUQALNV,2019-02-01,Segment 2,0,0,0
IMMKWCUXCWJ,2019-06-01,Segment 4,2,0.01204816997051239,1
SEJAEJIASFR,2019-03-01,Segment 1,1,-0.012937784194946289,0
UCATGYRPIJA,2019-01-01,Segment 2,1,0.05163952708244324,1
QFBQXTAURSR,2019-01-01,Segment 2,7,0.03942394256591797,9
FGVIQQXDCCV,2019-06-01,Segment 2,0,0,0
ZAPZPECBFHV,2019-12-01,Segment 4,0,0,0
FZPFYYJMEYZ,2019-01-01,Segment 3,8,0.022560924291610718,9
NOQEQXSYKOL,2019-01-01,Segment 2,0,0,0
BOEUHTLPDET,2019-09-01,Segment 2,4,0.06373515725135803,1
HEVBKIJPPQT,2019-10-01,Segment 2,0,0,0
CAUVCABNBZW,2019-11-01,Segment 2,4,-0.004254341125488281,5
KDXVJWDJWYC,2019-04-01,Segment 1,0,0,0
PMLDKOZBSZT,2019-05-01,Segment 4,1,0.018507495522499084,1
FFGXAORIJZG,2019-06-01,Segment 2,0,0,0
LRZOTMJABRF,2019-01-01,Segment 2,0,0,0
NDUPOBMXECQ,2019-07-01,Segment 2,0,0,0
NWJICGDKXGL,2019-02-01,Segment 2,0,0,0
XFQWJSATDRI,2019-11-01,Segment 3,0,0,0
FRHGDZGKLVR,2019-11-01,Segment 3,0,0,0
YWWLZFFTGFC,2019-05-01,Segment 5,0,0,0
LOEBYEORUAT,2019-07-01,Segment 2,0,0,0
FKFQBECBDVK,2019-09-01,Segment 4,2,0.057515233755111694,1
GXELOUUFCOQ,2019-02-01,Segment 4,1,0.002879694104194641,0
GTJXTYHAYWJ,2019-01-01,Segment 4,0,0,0
JDWEJORVLLE,2019-09-01,Segment 3,0,0,0
TLRQKCFQLMT,2019-11-01,Segment 2,0,0,0
RHFLZVRTTBJ,2019-10-01,Segment 3,3,0.017582088708877563,4
LKSYXXKCXKG,2019-02-01,Segment 4,1,0.010968208312988281,1
LQAZCHQHKNN,2019-06-01,Segment 5,4,0.029698386788368225,5
DOONFXYTVNU,2019-07-01,Segment 2,1,0.059120506048202515,1
NLJIEYFSZDY,2019-12-01,Segment 2,0,0,0
INUQCPESSAV,2019-12-01,Segment 4,1,0.034758612513542175,1
GUQUVMKVPJD,2019-11-01,Segment 2,0,0,0
EYLRBIJSMAZ,2019-02-01,Segment 2,0,0,0
HXQQJVZGVHQ,2019-08-01,Segment 2,0,0,0
UCEZIDNMNQA,2019-09-01,Segment 2,0,0,0
RZYGWFBDJGE,2019-01-01,Segment 4,0,0,0
EXDHKDEVRVL,2019-03-01,Segment 2,0,0,0
PZECSGQRBIK,2019-11-01,Segment 3,0,0,0
XSIPNXQFXDO,2019-10-01,Segment 5,4,0.015693992376327515,0
YRCWGDWZKJI,2019-03-01,Segment 3,1,0.002925366163253784,1
PTHRVLGLHDJ,2019-07-01,Segment 5,1,0.016281723976135254,1
XQYYQELPSJH,2019-09-01,Segment 4,5,0.013927355408668518,5
JDATTEZVZIK,2019-06-01,Segment 1,0,0,0
QKBQRTHPKOO,2019-10-01,Segment 3,0,0,0
LCCIYFTHGFF,2019-02-01,Segment 4,0,0,0
VSNPUBEXTME,2019-03-01,Segment 2,2,0.02618655562400818,2
ZTPENIZPISO,2019-01-01,Segment 2,0,0,0
UVZPQPUQGYI,2019-11-01,Segment 4,0,0,0
PQQKXUWGYXZ,2019-05-01,Segment 3,2,0.027786582708358765,2
CZUTWKDFFLZ,2019-02-01,Segment 2,0,0,0
GKJJLAWDWRM,2019-05-01,Segment 2,0,0,0
BSKMGJZTFUO,2019-10-01,Segment 3,7,0.01147434115409851,8
YGNJIQWGRMI,2019-10-01,Segment 3,5,0.06908091902732849,5
JVGCTKWMRBS,2019-03-01,Segment 4,0,0,0
QJEJLFTMTZM,2019-02-01,Segment 2,0,0,0
SKQBOHHBBZX,2019-03-01,Segment 3,4,0.011683687567710876,6
XRHPQFQZPGM,2019-01-01,Segment 5,1,0.05959710478782654,0
KQGDXWXPPYH,2019-03-01,Segment 3,0,0,0
CUCZUVCNFYX,2019-08-01,Segment 4,1,0.012458458542823792,2
LLEZGIBYQUU,2019-09-01,Segment 2,0,0,0
EUXWKBBBRQW,2019-12-01,Segment 2,0,0,0
VUXFGUAEMUK,2019-03-01,Segment 3,1,0.0876905620098114,0
YWQIKQLCLZR,2019-07-01,Segment 1,0,0,0
OHKGZPUBEGU,2019-01-01,Segment 2,0,0,0
GTEFWWAFKUM,2019-09-01,Segment 2,0,0,0
WUBYRLIRZTB,2019-07-01,Segment 4,2,0.019267112016677856,4
SXCCHEIWCMW,2019-09-01,Segment 2,0,0,0
URDFMIFUKHH,2019-02-01,Segment 2,0,0,0
CPUBSYTQNFR,2019-02-01,Segment 1,0,0,0
PKACKAAPCAC,2019-09-01,Segment 5,3,-0.029026344418525696,3
ZMXVUJRUOQB,2019-06-01,Segment 2,0,0,0
VWDFONYUQJI,2019-03-01,Segment 3,0,0,0
BHEFSTGHSXY,2019-01-01,Segment 2,0,0,0
QOMWDUNCREY,2019-02-01,Segment 4,0,0,0
JLLTDHBYBAT,2019-03-01,Segment 3,1,0.015526771545410156,1
IVDLSRZWGLU,2019-02-01,Segment 3,2,0.006655707955360413,2
FNCESDKHUAB,2019-04-01,Segment 3,0,0,0
KQWHDCVRSJH,2019-10-01,Segment 2,0,0,0
FAXZRUWFFCX,2019-08-01,Segment 2,0,0,0
TOAFQYMVKVX,2019-01-01,Segment 4,0,0,0
YCHQWJVQWIP,2019-05-01,Segment 5,2,0.028925418853759766,0
TKIQCWZDAIP,2019-05-01,Segment 2,0,0,0
YHELNEPREBO,2019-04-01,Segment 5,0,0,0
WTNFJKFBMDV,2019-03-01,Segment 2,0,0,0
CCCGHHFEUUI,2019-02-01,Segment 2,0,0,0
HBJFBPVPGPT,2019-11-01,Segment 3,2,-0.01664111018180847,2
IYTVFYUJYUX,2019-09-01,Segment 3,0,0,0
BCIDQTOELIQ,2019-10-01,Segment 3,2,0.05329205095767975,1
SEHSHBMDQJF,2019-01-01,Segment 3,3,0.009043142199516296,2
CQLZUSJEVBT,2019-10-01,Segment 2,0,0,0
XMUZDXYWKTD,2019-08-01,Segment 3,0,0,0
WXHSZWJSJNM,2019-05-01,Segment 3,0,0,0
